,location,specific_location,features,bed,bath,toilet,description,price,category,property_code,date_posted/updated,service_level,key_features,detail_description
1450,surulere,Off adelabuAdelabu Surulere Lagos,3 beds 3 baths 2 Toilets,3,3,2,A Block of 4 flat 3 bedroom flat,1200000,,H0439,"Updated 20 Apr 2021, Added 25 Jul 2017",,,
1451,surulere,Off akinhanmiOjuelegba Surulere Lagos,2 beds 2 baths 1 Toilets,2,2,1,2 bedrooms flat,750000,,2CDLF,"Updated 20 Apr 2021, Added 14 Apr 2019",Newly Built,"2 Bedrooms
New
D",Newly 2 bedrooms flat all room ensuite for rent off akinhanmi
1453,surulere,Johnson Street Bode Thomas Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely and spacious 2bedroom apartment in a superb and serene neighborhood,1500000,,7EJZW,"Updated 20 Apr 2021, Added 05 Mar 2021",,2 Bedroom,"Lovely and spacious 2bedroom apartment in a serene neighborhood with constant light, borehole, tiles, wardrobes, kitchen cabinet, tiles, water heater, fenced and gated, parking lot, etc"
1454,surulere,Gbaja closeWestern Avenue Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Clean 3bedroom apartment in a serene and secured neighborhood with rooms en-suite,1200000,,1EJTS,"Updated 20 Apr 2021, Added 03 Mar 2021",,3 Bedroom,"Lovely and spacious off western avenue( ground floor back) with all room en-suite, prepaid, p.o.p ceiling, bore-hole water, all round tiles, etc in a serene and secured neighborhood"
1472,surulere,Wolemadariola street off enitan aguda surulere.Aguda Surulere Lagos,beds baths Toilets,0,0,0,Lovely 3bedrooms flat at wolemadariola street off enitan aguda surulere.,1200000,,3DXJU,"Updated 20 Apr 2021, Added 04 Oct 2020",Furnished,nished,"TOLET

A decent and very spacious 3bedroom flat upstairs in a block of 4flats with 3t 3b, car park, screeded walls, wardrobes and prepaid metre.

Location: Wolemadariola street off Enitan Aguda Surulere.

Price: 1.2m non negotiable.

Nb: Client must b a salary earner.
(Agt kunle lere)."
1473,surulere,Adekunle kuye Aguda Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely and spacious newly built Roomself contain in a serene and secured neighborhood,350000,,1ELHU,"Updated 20 Apr 2021, Added 19 Mar 2021",Newly Built,"1 Bedrooms
New",Clean newly built Roomself in a conducive neighborhood with all basic amenities. 350k 2yrs rent requires
1474,surulere,Surulere pilot crescent off bode thomas.Bode Thomas Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedrooms duplex,1800000,,2DWNL,"Updated 20 Apr 2021, Added 23 Sep 2020",Furnished Serviced,"2 Bedrooms
Serviced
Furnished","TOLET

Executive Semi detached 2bedroom duplex all roomsensuit located at Pilot crescent off Bode Thomas Surulere
p.o.p, screeded wall, wardrobes, kitchen cabinet, water heater prepaid meter, car park, borehole water.

Price: 2m a year rent.1.8m might fly.
(Agt kunle lere)."
1475,surulere,Off ojuelegbaWestern Avenue Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built mini flat,400000,,9CBNU,"Updated 20 Apr 2021, Added 06 Mar 2019",Newly Built,"1 Bedrooms
New",Newly built mini flat at surulere Lagos.behinde teslim balogun stadium. 400k two years
1476,surulere,off mashaMasha Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,600000,,6CXRL,"Updated 20 Apr 2021, Added 21 Jan 2020",,,
1477,surulere,"ajao road,off ogunlana driveOgunlana Surulere Lagos",1 beds 1 baths 2 Toilets,1,1,2,Executive Mini Flat,750000,,4EEBS,"Updated 20 Apr 2021, Added 08 Jan 2021",,1 Bedroom,"Executive Mini Flat with 2 toilets/1 bathroom for letting at Ajao Road,off Ogunlana Drive,Surulere.The rent is 750,000

naira per anum,minimum rent of 1 year.The property is suitable for 100% Residential Purpose."
1478,surulere,Adebola Street Adeniran Ogunsanya Surulere Lagos,0 beds 0 baths 2 Toilets,0,0,2,A church space ground floor facing the road,1700000,,2EMB,"Updated 20 Apr 2021, Added 26 Mar 2021",,,
1479,surulere,Falolu street off akerele lagos.Randle Avenue Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Executive 3bedrooms flat at falolu off akerele surulere lagos.,1500000,,2DXJV,"Updated 20 Apr 2021, Added 04 Oct 2020",Furnished Newly Built,"3 Bedrooms
New
Furnished","Executive 3bedroom flat located at Falolu street off Akerele Surulere Lagos.
Pop, prepaid metre, block of 4 flats, upstairs, car park, borehole water, wardrobe, kitchen cabinet, serene environment.
(Agt kunle lere)."
1480,surulere,Ketu close Aguda Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,2bedroom flat,750000,,1CGMG,"Updated 20 Apr 2021, Added 31 May 2019",Newly Built,"2 Bedrooms
New","2 bedrm flat,all Rooms ensuites,3toilet 2baths at , Ketu close, Aguda, Surulere.
*Rent 1 year - N750,000
*Agency fee - N150,000
*Legal fee - N150,000
* Caution - N50,000
*Security/Cleaning p.a- N78,000.
Total Package, #1,178k ."
1481,surulere,"off western avenue,Alaka Estate Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,Brand New Mini Flat,800000,,4BZEY,"Updated 20 Apr 2021, Added 22 Jan 2019",Serviced Newly Built,"Boys Quater
Security
POP Ceiling
Street Lights
Parking Space
24 Hours Security
Restaurants Nearby
Security doors
Mosques Nearby
Big Compound
24 hours Electricity
Printing Service
Water Treatment
Church Nearby
1 Bedrooms
New
Serviced","Brand New Mini Flat with an ample paking space for letting at Alaka Estate,surulere,lagos mainland.The rent is 800,000 naira,minimum rent of 1 year,10% legal fees,10% agency fees,400,000 service charge.The property is suitable for 100% Residential Purpose"
1482,surulere,olufemi off Masha Surulere Lagos,0 beds 0 baths 0 Toilets,0,0,0,LAND,45000000,,7CAYU,"Updated 20 Apr 2021, Added 20 Feb 2019",,C of O,full plot of land at masha olufemi 600sqm
1483,surulere,Bode ThomasBode Thomas Surulere Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedrooms duplex,3500000,,6CCME,"Updated 20 Apr 2021, Added 27 Mar 2019",,"4 Bedrooms
D",Newly built 4 Bedrooms duplex for [email protected] Thomas
1484,surulere,OFF OLUFEMIMasha Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom flat for RENT,1300000,,3CBBK,"Updated 20 Apr 2021, Added 22 Feb 2019",Furnished,"Water Treatment
Supermarket Nearby
Parking Space
Restaurants Nearby
3 Bedrooms
Cheap
Dry
Furnished
Renovated",VERY CLEAN AND MASSIVE 3 BEDROOM FLAT OFF ALHAJI MASHA ROAD
1485,surulere,"itire road,lawansonLawanson Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,"Mini Flat with 2toilets/1 bathroom for letting at Lawanson,surulere.The rent is 350,000 naira,minimum rent of 1 and a half year",350000,,2CHSB,"Updated 20 Apr 2021, Added 18 Jun 2019",,"Security
Supermarket Nearby
Street Lights
Restaurants Nearby
24 Hours Security
Church Nearby
Mosques Nearby
1 Bedroom","Mini Flat with 2toilets/1 bathroom for letting at Lawanson,surulere.The rent is 350,000 naira,minimum rent of 1 and a half year.The property is suitable for 100% residential purpose."
1487,surulere,"san shonibare estate,off ogunlana driveOgunlana Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,Executive Mini flat,750000,,3EEBR,"Updated 20 Apr 2021, Added 08 Jan 2021",,1 Bedroom,"Mini Flat for letting at San Shonibare Estate,Surulere.The rent is 750,000 naira per anum,minimum rent of 1 year.The

property is suitable for 100% Residential Purpose."
1488,surulere,Off lawasonLawanson Surulere Lagos,1 beds 1 baths 2 Toilets,1,1,2,1bedroom Mini-Flat,500000,,5CFLR,"Updated 20 Apr 2021, Added 17 May 2019",Newly Built,"1 Bedrooms
New
D","Furnished 1bedroom Mini-Flat at off Itire for 500 2years rent, total package 1.250m"
1489,surulere,close to lawanson bus stopLawanson Surulere Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini Flat,400000,,3CBKA,"Updated 20 Apr 2021, Added 02 Mar 2019",,"Security
Supermarket Nearby
Street Lights
Parking Space
24 Hours Security
Restaurants Nearby
Church Nearby
Mosques Nearby
Big Compound
1 Bedroom","Mini Flat with an ample parking space for letting at lawanson,surulere,lagos mainland.The rent is 400,000 naira,minimum rent of 1 year.The property is suitable for 100% Residential Purpose."
1490,surulere,Ekololu Street Ogunlana Surulere Lagos,5 beds 3 baths 3 Toilets,5,3,3,"Clean 5bedroom duplex with 3toilet 3bath, 2 kitchen, store, security house",4000000,,1ENLC,"Updated 20 Apr 2021, Added 12 Apr 2021",,5 Bedroom,"Clean 5bedroom duplex with 3toilet 3bath, 2 kitchen, store, security house, car park(compound can take up to 12cars), borehole, fenced and gated etc. Also with a 2bedroom duplex bq. Alone in the compound. suitable for commercial or residential. Located off Falolu street via Ogunlana drive ..... Price; 4m 2yrs rent Askin .. 4mil 2yrs.. negotiable"
1491,surulere,mercy elenyMasha Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom flat for sale,1500000,,5CBJJ,"Updated 20 Apr 2021, Added 01 Mar 2019",,"3 Bedrooms
D",3bedroom for rent @mercy eleny off masha road
1492,surulere,calabarAdelabu Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,1500000,,0CBBC,"Updated 20 Apr 2021, Added 22 Feb 2019",,"Security
POP Ceiling
Water Treatment
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
24 Hours Security
Security doors
Drainage System
Big Compound
3 Bedrooms
Renovated",Newly renovated 3bedroom flat ground floor with 3toilet & 3bath @ calabar street. #1.5m
1501,surulere,alpha courtIponri Surulere Lagos,beds baths Toilets,0,0,0,2Bedroom flat for rent,1600000,,5CCGV,"Updated 20 Apr 2021, Added 22 Mar 2019",Newly Built,"New
Cheap
D",new building 2Bedroom flat for rent @alpha court off iponri
1502,surulere,"ishaga road,off ojuelegbaOjuelegba Surulere Lagos",1 beds 1 baths 1 Toilets,1,1,1,"Newly Renovated Mini Flat for letting at ishaga,off ojuelegba,surulere.The rent is 500,000 naira,minimum rent of 1 year",500000,,8CHRZ,"Updated 20 Apr 2021, Added 18 Jun 2019",,"Security
Supermarket Nearby
24 Hours Security
Restaurants Nearby
Church Nearby
Mosques Nearby
Big Compound
1 Bedrooms
Renovated","Newly Renovated Mini Flat for letting at ishaga,off ojuelegba,surulere.The rent is 500,000 naira,minimum rent of 1 year.The property is suitable for 100% residential purpose."
1503,surulere,babs animashaunBode Thomas Surulere Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom flat for rent,950000,,5CBKN,"Updated 20 Apr 2021, Added 03 Mar 2019",,"3 Bedrooms
D","3 bedroon flats for rent off bode thomas ,very big compound"
1504,surulere,"odo eran,after lawansonItire Surulere Lagos",2 beds 2 baths 2 Toilets,2,2,2,"Newly Renovated 2 Bedroom Flat with 2toilets/2bathrooms for letting at odo eran,after lawanson,surulere lagos mainland.The rent is 500,000 naira,minimum rent of 1 year",500000,,8CCAM,"Updated 20 Apr 2021, Added 18 Mar 2019",,"Security
Street Lights
Supermarket Nearby
Parking Space
Restaurants Nearby
Church Nearby
All Room Ensuit
Mosques Nearby
Big Compound
2 Bedrooms
Renovated","Newly Renovated 2 Bedroom Flat with 2toilets/2bathrooms for letting at odo eran,after lawanson,surulere lagos mainland.The rent is 500,000 naira,minimum rent of 1 year.The property is suitable for 100% Residential Purpose."
1505,surulere,Rauf WilliamsAdelabu Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedrooms flat,1800000,,4CKTN,"Updated 20 Apr 2021, Added 18 Jul 2019",Newly Built,"3 Bedrooms
New
D",")Lovely 3bedroom flat with 3toilets and bath at Rauf Williams off adelabu

Price: N1.8m One year six"
1506,surulere,Off ojuelegbaOjuelegba Surulere Lagos,2 beds 3 baths 3 Toilets,2,3,3,2 bedrooms flat,800000,,4CKAB,"Updated 20 Apr 2021, Added 08 Jul 2019",Newly Built,"2 Bedrooms
New
D",2 bedroom flat rent all ensuite newly renovated off akinhanmi
1507,surulere,LawansonLawanson Surulere Lagos,2 beds 3 baths 2 Toilets,2,3,2,2 bedrooms flat,750000,,8CCYV,"Updated 20 Apr 2021, Added 05 Apr 2019",Newly Built,"2 Bedrooms
New
Dry
Renovated",Newly built 2bedroom flat [email protected] all room ensuite 2yrs
1508,surulere,Lawanson Surulere Lagos,2 beds baths Toilets,2,0,0,Standard 2 Bedroom Apartment For Rent At Lawanson. Surulere,1000000,,8ELYJ,"Updated 20 Apr 2021, Added 25 Mar 2021",,2 Bedroom,"Newly built 2 bedroom flat for rent at lawanson SURULERE
with p.o.p ceiling
rent 1million per annum
#Mos"
1510,surulere,Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Very Amazing 3 Bedroom Flat At Surulere Lagos for Rent,1000000,,9EGBK,"Updated 20 Apr 2021, Added 02 Feb 2021",,,
1511,surulere,Bode Thomas Surulere Lagos,2 beds 3 baths 3 Toilets,2,3,3,very lovely 2bedroom flats all rooms ensuits,1700000,,4DTWK,"Updated 20 Apr 2021, Added 26 Aug 2020",,2 Bedroom,"Exquisitely finished very lovely 2bedroom flats all rooms ensuits.very tasteful, gated, round with fence, security incline area, clean environment, enormous car park, good tap water and borehole, tiled, all axis motorable, academically inclined environment, corporate building, modern facility used e.T.C simply the best around for now. For more information contact , affable global realty"
1512,surulere,Bode Thomas Surulere Lagos,2 beds 2 baths 3 Toilets,2,2,3,Serviced Newly Built & Tastefully finished 2Bedroom flat all Ensuit,950000,,9DSS,"Updated 20 Apr 2021, Added 14 Aug 2020",Serviced Newly Built,"2 Bedrooms
New
Serviced","A Serviced Newly Built & Tastefully Finished 2Bedroom flat in a Gated close off Bode Thomas all Ensuit + Guest Toilet. Facilitities includes POP ceiling finishing, Wardrobes, fitted kitchen cabinet, water treatment, CCTV installed in a gated close of 24/7 security guards. For more info or Inspection Contact Affable Global Realty - [redacted], [redacted]"
1513,surulere,Adelabu Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Exqusitely 2&3 Bedroom flatt all Ensuit + Guest Toilet,2000000,,5DQSW,"Updated 20 Apr 2021, Added 28 Jul 2020",,3 Bedroom,"A Superb Exquisitely finished 2&3Bedroom flat all Ensuit at adelabu with ultra modern facilities used, very accessible and tiled road has it dedicated prepaid meter, good electricty, 24/7 security guards in a serene environment. Simply the best around for now. For more info or inspection contact - affable global realty - [redacted], [redacted]"
1514,surulere,Aguda Surulere Lagos,2 beds 3 baths 3 Toilets,2,3,3,Newly built 5nos of 2bedroom flat,1000000,,3DTHL,"Updated 20 Apr 2021, Added 20 Aug 2020",,2 Bedroom,"An executive and spacious newly built 5 numbers of 2bedroom flat upstairs with massive wardrobes,all room ensuit,guest toilet expensive bullet proof doors,water heater, kitchen cabinets, prepaid meter,screened walls and pop.for more information and inspection contact affable global realty"
1515,surulere,Alaka Estate Surulere Lagos,1 beds 2 baths 2 Toilets,1,2,2,A Unique One Bedroom Mini Flat & A Room Self,850000,,4DPAZ,"Updated 20 Apr 2021, Added 14 Jul 2020",Serviced,"24 hours Electricity
POP Ceiling
Security
Water Treatment
Street Lights
Security doors
CCTV Cameras
Big Compound
1 Bedrooms
Serviced","This is another One bedroom apartment with very unique and tastefully finished in the Heart of Surulere. Exquisitely finished with POP, well treated water, Good Electricity, 24/7 Security Guard in a Gated Area. For more information or Inspection Contact Affable Global Realty [redacted], [redacted], [redacted]"
1516,surulere,Adelabu Surulere Lagos,3 beds 3 baths 4 Toilets,3,3,4,Tastefully Finished 3Bedroom Duplex + BQ,2500000,,9DQSU,"Updated 20 Apr 2021, Added 28 Jul 2020",,3 Bedroom,"A very tastefully and lovely built 3 bedroom duplex + bq/swimming pool at adelabu with ultra modern facilities used, very accessible and tiled road has it dedicated prepaid meter, good electricty, 24/7 security guards in a serene environment. Simply the best around for now. For more info or inspection contact - affable global realty - [redacted], [redacted]"
